AnimalID,AnimalType,Breed,Color,Sex,IntakeType,IntakeCondition,AgeInDays,AgeGroup,breed_type,Color_grouped,Season,OutcomeClass
A695461,Dog,Dachshund Mix,Red,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A666534,Dog,Pit Bull Mix,Brown Brindle/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,At Risk
A738217,Dog,American Bulldog Mix,White/Brown Brindle,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A810307,Dog,Chinese Sharpei Mix,Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Transfer
A487470,Dog,Labrador Retriever/Pit Bull,Black,Neutered Male,Owner Surrender,Normal,3285.0,Senior (>7a),purebred,Monocolor,Invierno,At Risk
A665099,Cat,Domestic Shorthair Mix,Black/White,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Otoño,Transfer
A681865,Dog,Catahoula/Labrador Retriever,Brown Brindle/White,Neutered Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Return to Owner
A789481,Dog,Border Collie Mix,Black/White,Intact Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A730840,Dog,Beagle Mix,White,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Return to Owner
A703165,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A677993,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A611075,Dog,Anatol Shepherd/Great Pyrenees,Tricolor,Spayed Female,Owner Surrender,Normal,2920.0,Senior (>7a),purebred,Monocolor,Verano,Adoption
A684766,Dog,Dachshund/Australian Cattle Dog,White/Brown,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A690845,Dog,Pit Bull Mix,Red/White,Neutered Male,Public Assist,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Invierno,At Risk
A711619,Dog,Dachshund Mix,Brown Brindle,Intact Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Adoption
A678933,Dog,Australian Cattle Dog/Labrador Retriever,Tan/White,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),purebred,Bicolor,Primavera,Adoption
A718338,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Transfer
A808102,Cat,Domestic Shorthair,Brown Tabby/White,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A689626,Cat,Domestic Shorthair Mix,White/Blue,Intact Female,Stray,Sick,30.0,Cachorro (<6m),mix,Bicolor,Otoño,At Risk
A768352,Dog,Miniature Poodle Mix,White,Spayed Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,Adoption
A784027,Dog,Pug Mix,Brown,Intact Male,Stray,Injured,2920.0,Senior (>7a),mix,Monocolor,Otoño,Return to Owner
A690332,Dog,Pit Bull Mix,Tan/White,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A777610,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A786043,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A797565,Dog,German Shepherd Mix,Brown/Black,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Bicolor,Verano,Transfer
A748671,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A772157,Dog,Chihuahua Shorthair Mix,Brown,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A665440,Dog,Chihuahua Shorthair Mix,Black/Brown,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A757100,Dog,Chihuahua Shorthair Mix,Brown/White,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,Adoption
A770823,Dog,Chihuahua Shorthair Mix,Brown/White,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A752293,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Female,Stray,Normal,210.0,Joven (6m-1a),mix,Bicolor,Verano,Adoption
A817585,Cat,Domestic Shorthair,Orange Tabby,Intact Female,Stray,Injured,30.0,Cachorro (<6m),purebred,Monocolor,Primavera,Adoption
A710730,Cat,Domestic Shorthair Mix,Orange Tabby,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A671261,Dog,Chihuahua Shorthair Mix,Tan,Intact Male,Stray,Normal,210.0,Joven (6m-1a),mix,Monocolor,Invierno,Transfer
A666977,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A722233,Dog,Pointer Mix,White/Chocolate,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A711872,Cat,Domestic Longhair Mix,Brown Tabby,Spayed Female,Stray,Injured,3650.0,Senior (>7a),mix,Monocolor,Otoño,Return to Owner
A757986,Dog,Maltese Mix,White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Return to Owner
A672104,Dog,Shih Tzu Mix,White/Gray,Spayed Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Invierno,Return to Owner
A797929,Cat,Domestic Shorthair,White/Cream Tabby,Intact Male,Stray,Nursing,21.0,Cachorro (<6m),purebred,Bicolor,Verano,Transfer
A768574,Cat,Domestic Shorthair Mix,Calico,Spayed Female,Public Assist,Normal,150.0,Cachorro (<6m),mix,Monocolor,Primavera,Return to Owner
A821596,Dog,Australian Cattle Dog,White/Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A735862,Dog,Chihuahua Shorthair/Dachshund,Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A778334,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Transfer
A700042,Dog,Pit Bull Mix,White/Black,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A714288,Dog,Chihuahua Shorthair,Sable,Intact Male,Stray,Normal,2920.0,Senior (>7a),purebred,Monocolor,Otoño,Transfer
A784977,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A747307,Dog,Dachshund Longhair Mix,Black/Brown,Intact Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Adoption
A803038,Dog,Australian Kelpie,Chocolate/White,Spayed Female,Owner Surrender,Normal,180.0,Joven (6m-1a),purebred,Bicolor,Otoño,Adoption
A695310,Dog,Miniature Schnauzer Mix,Gray,Neutered Male,Stray,Normal,4380.0,Senior (>7a),mix,Monocolor,Invierno,Adoption
A693551,Dog,Chihuahua Shorthair/Yorkshire Terrier,Brown/Black,Neutered Male,Owner Surrender,Normal,4745.0,Senior (>7a),purebred,Bicolor,Invierno,At Risk
A682073,Dog,Pit Bull Mix,Blue/White,Intact Female,Stray,Nursing,1095.0,Adulto (3-7a),mix,Bicolor,Verano,At Risk
A801036,Cat,Domestic Shorthair Mix,Brown Tabby/White,Intact Male,Stray,Normal,28.0,Cachorro (<6m),mix,Bicolor,Verano,Transfer
A818101,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A620995,Dog,Chihuahua Shorthair/Miniature Pinscher,Black/Tan,Spayed Female,Public Assist,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Otoño,Return to Owner
A821134,Cat,Domestic Shorthair,Brown Tabby,Intact Female,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Monocolor,Verano,Transfer
A682592,Cat,Domestic Shorthair Mix,Calico,Intact Female,Stray,Normal,60.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A740350,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A797804,Dog,German Shepherd,Brown/Black,Intact Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Verano,Adoption
A763366,Cat,Domestic Shorthair Mix,Gray Tabby,Intact Female,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Invierno,Transfer
A704264,Dog,Pit Bull Mix,White/Brown,Intact Female,Stray,Injured,1825.0,Adulto (3-7a),mix,Bicolor,Verano,At Risk
A647210,Dog,Pit Bull Mix,Brown Brindle/White,Neutered Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Verano,At Risk
A684696,Dog,Chihuahua Shorthair/Dachshund,Chocolate/White,Intact Male,Owner Surrender,Normal,90.0,Cachorro (<6m),purebred,Bicolor,Verano,Adoption
A710243,Cat,Domestic Shorthair Mix,Cream Tabby/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A719837,Dog,Labrador Retriever Mix,Brown/White,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A749538,Cat,Domestic Shorthair Mix,Tortie,Spayed Female,Stray,Sick,4380.0,Senior (>7a),mix,Monocolor,Primavera,At Risk
A674119,Dog,Australian Cattle Dog Mix,Black/Brown,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A810968,Dog,Labrador Retriever/Border Collie,Black/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A697306,Dog,Belgian Malinois Mix,Brown/Black,Intact Female,Stray,Normal,90.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A758264,Cat,Domestic Shorthair Mix,Blue,Spayed Female,Owner Surrender,Sick,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A736462,Dog,Plott Hound,Brown Brindle,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),purebred,Monocolor,Otoño,Adoption
A782675,Cat,Domestic Shorthair Mix,Black,Spayed Female,Owner Surrender,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Adoption
A793757,Dog,Miniature Schnauzer Mix,Silver,Intact Male,Public Assist,Normal,3650.0,Senior (>7a),mix,Monocolor,Verano,Adoption
A760292,Dog,Italian Greyhound Mix,Red/White,Intact Female,Stray,Normal,120.0,Cachorro (<6m),mix,Bicolor,Otoño,Adoption
A744896,Dog,German Shepherd Mix,Red,Intact Male,Stray,Normal,1095.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A664256,Cat,Domestic Shorthair Mix,Brown Tabby/White,Neutered Male,Owner Surrender,Normal,6205.0,Senior (>7a),mix,Bicolor,Otoño,Transfer
A671926,Cat,Domestic Shorthair Mix,Black,Intact Male,Owner Surrender,Normal,270.0,Joven (6m-1a),mix,Monocolor,Invierno,Transfer
A804222,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Nursing,21.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A765754,Dog,Boxer/Pit Bull,White/Brown,Intact Female,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Return to Owner
A814170,Cat,Domestic Shorthair,Orange Tabby/White,Neutered Male,Owner Surrender,Sick,1825.0,Adulto (3-7a),purebred,Bicolor,Invierno,Adoption
A691814,Dog,Pug/Staffordshire,Fawn/Black,Intact Male,Stray,Normal,1460.0,Adulto (3-7a),purebred,Bicolor,Otoño,Adoption
A819066,Dog,Chihuahua Shorthair/Rat Terrier,White/Brown,Intact Male,Stray,Sick,180.0,Joven (6m-1a),purebred,Bicolor,Verano,Transfer
A738728,Dog,Pit Bull Mix,Yellow,Intact Male,Owner Surrender,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A667969,Dog,Labrador Retriever/German Shepherd,Tan,Intact Female,Stray,Normal,150.0,Cachorro (<6m),purebred,Monocolor,Otoño,Transfer
A773000,Cat,Siamese Mix,Lynx Point,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A691844,Dog,Queensland Heeler Mix,Black/Blue Tick,Intact Male,Stray,Normal,270.0,Joven (6m-1a),mix,Bicolor,Otoño,Adoption
A553074,Dog,Labrador Retriever/German Shepherd,Brown/Black,Spayed Female,Public Assist,Normal,2555.0,Senior (>7a),purebred,Bicolor,Primavera,Return to Owner
A711571,Dog,Border Collie Mix,Black/White,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Verano,Adoption
A707159,Dog,Chihuahua Shorthair Mix,White/Cream,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Bicolor,Verano,At Risk
A704857,Dog,Labrador Retriever Mix,Black,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A823083,Dog,Labrador Retriever/Pit Bull,Black/White,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A691908,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,21.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A683721,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Normal,7.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A821485,Dog,German Shepherd/Labrador Retriever,Tan/Black,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Otoño,Adoption
A721961,Dog,Australian Cattle Dog Mix,Red Tick/White,Neutered Male,Public Assist,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A550333,Dog,Queensland Heeler Mix,Blue Merle/Tan,Spayed Female,Stray,Normal,4015.0,Senior (>7a),mix,Bicolor,Otoño,Return to Owner
A668160,Cat,Domestic Medium Hair Mix,Black,Intact Male,Stray,Nursing,21.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A766682,Dog,Collie Rough/Great Pyrenees,Tricolor,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Adoption
A727579,Dog,Staffordshire Mix,Brown Brindle/White,Neutered Male,Stray,Normal,150.0,Cachorro (<6m),mix,Bicolor,Primavera,Adoption
A631188,Cat,Domestic Shorthair Mix,Black/White,Spayed Female,Stray,Injured,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,At Risk
A805953,Dog,Pit Bull,Brown/White,Intact Male,Stray,Normal,60.0,Cachorro (<6m),purebred,Bicolor,Otoño,Adoption
A811849,Cat,Siamese Mix,Lynx Point,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A736830,Cat,Domestic Shorthair Mix,Blue Tabby,Intact Female,Stray,Injured,4015.0,Senior (>7a),mix,Monocolor,Otoño,Transfer
A738183,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Injured,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A741871,Dog,Chihuahua Shorthair Mix,White/Black,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A732862,Dog,Yorkshire Terrier Mix,Black/Brown,Intact Male,Public Assist,Normal,120.0,Cachorro (<6m),mix,Bicolor,Verano,Return to Owner
A776474,Dog,Cairn Terrier Mix,Tan,Spayed Female,Stray,Normal,5110.0,Senior (>7a),mix,Monocolor,Verano,Return to Owner
A820678,Dog,Labrador Retriever,Black/Black,Intact Female,Public Assist,Injured,3650.0,Senior (>7a),purebred,Bicolor,Verano,Return to Owner
A721843,Dog,Yorkshire Terrier Mix,Silver,Spayed Female,Stray,Normal,1460.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A720494,Dog,Labrador Retriever Mix,Black,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A799309,Dog,Pit Bull,White/Brown,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A677456,Dog,Bullmastiff Mix,Black Brindle,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Monocolor,Primavera,Adoption
A624298,Dog,Pit Bull,Blue/White,Intact Male,Public Assist,Normal,730.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Return to Owner
A812956,Cat,Domestic Shorthair Mix,Orange Tabby/White,Neutered Male,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A772554,Dog,Norfolk Terrier Mix,Tan,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Primavera,Return to Owner
A729059,Dog,Standard Poodle Mix,White,Intact Male,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Verano,Return to Owner
A707793,Dog,Pit Bull Mix,White,Intact Female,Stray,Injured,120.0,Cachorro (<6m),mix,Monocolor,Verano,Adoption
A713676,Dog,Rat Terrier Mix,Tricolor,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Return to Owner
A794332,Dog,Australian Cattle Dog Mix,White/Blue Merle,Neutered Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A676147,Cat,Domestic Shorthair Mix,Orange Tabby/White,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A715005,Cat,Domestic Shorthair Mix,Black,Intact Female,Owner Surrender,Normal,30.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A551111,Dog,Australian Cattle Dog Mix,Brown Brindle/Tan,Spayed Female,Stray,Normal,2920.0,Senior (>7a),mix,Bicolor,Verano,Adoption
A640232,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Public Assist,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A781424,Cat,Domestic Shorthair Mix,Blue,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A813534,Dog,German Shepherd,Black,Intact Male,Stray,Injured,730.0,Adulto joven (1-3a),purebred,Monocolor,Invierno,Transfer
A750664,Dog,Pit Bull Mix,Brown Brindle/White,Intact Female,Stray,Normal,2190.0,Adulto (3-7a),mix,Bicolor,Primavera,Return to Owner
A716255,Dog,Pit Bull Mix,Blue/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A784925,Dog,Shih Tzu Mix,Brown,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Transfer
A706898,Dog,Treeing Walker Coonhound Mix,Tricolor,Intact Male,Public Assist,Normal,5110.0,Senior (>7a),mix,Monocolor,Verano,Return to Owner
A734990,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Owner Surrender,Normal,60.0,Cachorro (<6m),mix,Monocolor,Otoño,Adoption
A719948,Dog,Labrador Retriever/German Shepherd,Brown/Tan,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Invierno,Adoption
A777254,Dog,Great Pyrenees,White/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Verano,Adoption
A692350,Cat,Domestic Shorthair Mix,Torbie,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Transfer
A738980,Dog,Siberian Husky,Black/White,Spayed Female,Stray,Normal,365.0,Adulto joven (1-3a),purebred,Bicolor,Primavera,Return to Owner
A781970,Dog,Pit Bull Mix,Brown Brindle/White,Spayed Female,Stray,Normal,240.0,Joven (6m-1a),mix,Bicolor,Invierno,Adoption
A717552,Dog,Pit Bull Mix,White/Brown,Spayed Female,Public Assist,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A704975,Dog,Pit Bull Mix,Brown/Tan,Intact Female,Public Assist,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Otoño,Transfer
A684786,Dog,Border Collie/Catahoula,Brown Merle/White,Neutered Male,Stray,Normal,270.0,Joven (6m-1a),purebred,Bicolor,Verano,Transfer
A702282,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Female,Stray,Injured,150.0,Cachorro (<6m),mix,Monocolor,Primavera,At Risk
A697028,Dog,Chihuahua Shorthair Mix,White/Brown,Intact Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Return to Owner
A811187,Dog,Labrador Retriever Mix,Black/White,Neutered Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Return to Owner
A698918,Dog,Rat Terrier Mix,Tricolor,Intact Male,Stray,Normal,120.0,Cachorro (<6m),mix,Monocolor,Primavera,Adoption
A671669,Dog,Rottweiler Mix,Black/Brown,Intact Male,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Invierno,Adoption
A718936,Cat,Domestic Shorthair Mix,Tortie,Intact Female,Stray,Normal,180.0,Joven (6m-1a),mix,Monocolor,Invierno,Adoption
A673368,Dog,Labrador Retriever/Pit Bull,Tan,Intact Female,Owner Surrender,Normal,60.0,Cachorro (<6m),purebred,Monocolor,Invierno,Adoption
A712595,Cat,Domestic Shorthair Mix,Black,Intact Male,Stray,Nursing,2.0,Cachorro (<6m),mix,Monocolor,Otoño,Transfer
A714737,Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Normal,2555.0,Senior (>7a),mix,Monocolor,Otoño,Return to Owner
A707294,Dog,Chihuahua Shorthair,Black,Intact Male,Stray,Normal,28.0,Cachorro (<6m),purebred,Monocolor,Verano,Adoption
A788028,Cat,Domestic Longhair Mix,Black/White,Intact Male,Stray,Injured,120.0,Cachorro (<6m),mix,Bicolor,Invierno,Adoption
A714488,Dog,Labrador Retriever Mix,Brown/White,Intact Female,Stray,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Return to Owner
A678167,Dog,German Shepherd Mix,Black/Tan,Spayed Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Transfer
A681464,Cat,Domestic Shorthair Mix,Brown Tabby,Intact Male,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Verano,Transfer
A764191,Dog,Chihuahua Shorthair Mix,White/Tan,Intact Male,Stray,Normal,330.0,Joven (6m-1a),mix,Bicolor,Invierno,Adoption
A768479,Dog,Labrador Retriever Mix,Black/White,Spayed Female,Owner Surrender,Normal,1460.0,Adulto (3-7a),mix,Bicolor,Primavera,Transfer
A669875,Dog,Lhasa Apso Mix,Black,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Monocolor,Invierno,Return to Owner
A782699,Dog,Staffordshire Mix,Brown Brindle,Intact Male,Stray,Normal,730.0,Adulto joven (1-3a),mix,Monocolor,Otoño,Adoption
A785917,Cat,Domestic Shorthair Mix,Black,Intact Female,Stray,Normal,270.0,Joven (6m-1a),mix,Monocolor,Invierno,Transfer
A738129,Cat,Domestic Shorthair Mix,Brown Tabby,Neutered Male,Owner Surrender,Normal,5110.0,Senior (>7a),mix,Monocolor,Otoño,Adoption
A712448,Dog,Chihuahua Shorthair Mix,Tan/White,Intact Female,Owner Surrender,Normal,1095.0,Adulto (3-7a),mix,Bicolor,Otoño,Adoption
A786486,Cat,Domestic Medium Hair Mix,Black,Intact Female,Stray,Sick,365.0,Adulto joven (1-3a),mix,Monocolor,Invierno,Adoption
A717075,Cat,Domestic Longhair Mix,Blue Tabby,Intact Female,Stray,Normal,30.0,Cachorro (<6m),mix,Monocolor,Invierno,Adoption
A783610,Cat,Domestic Shorthair Mix,Black,Spayed Female,Stray,Sick,2920.0,Senior (>7a),mix,Monocolor,Otoño,Transfer
A644301,Dog,Chihuahua Shorthair Mix,Black,Neutered Male,Stray,Normal,2920.0,Senior (>7a),mix,Monocolor,Invierno,Adoption
A773020,Dog,West Highland Mix,White,Spayed Female,Owner Surrender,Sick,730.0,Adulto joven (1-3a),mix,Monocolor,Primavera,Transfer
A753830,Cat,Domestic Medium Hair Mix,Black/Gray,Neutered Male,Owner Surrender,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Verano,Adoption
A674204,Dog,Kuvasz Mix,White/Tan,Intact Female,Stray,Normal,365.0,Adulto joven (1-3a),mix,Bicolor,Primavera,Adoption
A714566,Dog,German Shepherd/Alaskan Husky,Sable,Intact Female,Owner Surrender,Normal,365.0,Adulto joven (1-3a),purebred,Monocolor,Otoño,Adoption
A756625,Dog,Rat Terrier Mix,White/Black,Spayed Female,Stray,Normal,1825.0,Adulto (3-7a),mix,Bicolor,Verano,Adoption
